substrate,FishID,pop,sex,habitat_temp,pair,state,subgroup,latitude,accl_order,Date,accl_temp,length,mass,heart_mass,MR_pmol_s,phenotype
LKA,G3O4R5,PENME,M,21.35523,PENME-DIME,ME,N,44.4663861,28 to 12,8/7/19,12,79,11.5,0.017,33.6981948,CaM
LKA,O1G2G6,PEAME,M,15.63283,OCME-PEAME,ME,N,44.29059,28 to 12,8/7/19,12,64,6.6,0.007,17.91309906,CaM
LKA,P3G5O6,PENME,F,21.35523,PENME-DIME,ME,N,44.4663861,28 to 12,8/7/19,12,69,7.7,0.017,24.33796507,CaM
LKA,G1G3O6,RVMA,M,23.49572,RVMA-EHMA,MA,N,41.674169,28 to 12,8/7/19,12,73,10.2,0.014,25.84513679,CaM
LKA,G3R4O5,DIME,M,16.92318,PENME-DIME,ME,N,44.165011,28 to 12,8/7/19,12,81,11.5,0.02,33.11840797,CaM
LKA,O3G5P6,EHMA,M,19.31422,RVMA-EHMA,MA,N,41.82633,28 to 12,8/7/19,12,71,8.2,0.009,22.82307892,CaM
LKA,O1O3O6,PENME,M,21.35523,PENME-DIME,ME,N,44.4663861,28 to 12,8/7/19,12,79,11.5,0.014,32.21900402,CaM
INH,P1R3O6,PENME,F,21.35523,PENME-DIME,ME,N,44.4663861,12 to 28,7/23/19,28,67,6.1,0.006,12.14182947,CaM
INH,P1G3R5,RVMA,F,23.49572,RVMA-EHMA,MA,N,41.674169,12 to 28,7/23/19,28,76,12.1,0.014,44.50355038,CaM
INH,O3O4R5,RVMA,M,23.49572,RVMA-EHMA,MA,N,41.674169,12 to 28,7/23/19,28,77,12.1,0.015,28.61335706,CaM
INH,G2R5P6,RVMA,F,23.49572,RVMA-EHMA,MA,N,41.674169,12 to 28,7/23/19,28,75,9.6,0.012,16.83009088,CaM
INH,R3G4P5,DIME,F,16.92318,PENME-DIME,ME,N,44.165011,12 to 28,7/23/19,28,86,11.8,0.014,16.00901737,CaM
INH,G1R2O5,EHMA,F,19.31422,RVMA-EHMA,MA,N,41.82633,12 to 28,7/23/19,28,68,8.4,0.006,1.46486421,CaM
INH,R1P3R6,PEAME,M,15.63283,OCME-PEAME,ME,N,44.29059,12 to 28,7/23/19,28,66,6.4,0.005,3.768724715,CaM
INH,P3R4R6,PENME,M,21.35523,PENME-DIME,ME,N,44.4663861,12 to 28,7/23/19,28,72,8.7,0.01,6.618826556,CaM
INH,G1P2R5,PENME,F,21.35523,PENME-DIME,ME,N,44.4663861,12 to 28,7/23/19,28,84,11.4,0.01,9.741959,CaM
INH,R3R5P6,PEAME,F,15.63283,OCME-PEAME,ME,N,44.29059,12 to 28,7/23/19,28,73,8.8,0.007,3.021119189,CaM
INH,G1O2P4,DIME,M,16.92318,PENME-DIME,ME,N,44.165011,12 to 28,7/23/19,28,71,6.6,0.007,3.852125248,CaM
INH,R2R4R5,PENME,M,21.35523,PENME-DIME,ME,N,44.4663861,12 to 28,7/23/19,28,72,10.6,0.012,11.82927889,CaM
INH,G1O5R6,RVMA,F,23.49572,RVMA-EHMA,MA,N,41.674169,12 to 28,7/23/19,28,72,8.3,0.007,1.845638948,CaM
INH,P2R3P4,DIME,F,16.92318,PENME-DIME,ME,N,44.165011,12 to 28,7/23/19,28,81,10.6,0.014,9.702677369,CaM
INH,R1R5G6,RVMA,M,23.49572,RVMA-EHMA,MA,N,41.674169,12 to 28,7/23/19,28,74,9.6,0.011,4.138189421,CaM
INH,O3P4R6,OCME,F,18.06903,OCME-PEAME,ME,N,44.421147,12 to 28,7/24/19,28,66,6.4,0.008,20.06806164,CaM
INH,G2G3P5,DIME,M,16.92318,PENME-DIME,ME,N,44.165011,12 to 28,7/24/19,28,74,7.2,0.008,19.53106862,CaM
INH,G1P2R3,PEAME,F,15.63283,OCME-PEAME,ME,N,44.29059,12 to 28,7/24/19,28,74,8.1,0.008,25.37209919,CaM
INH,O1O2R4,DIME,M,16.92318,PENME-DIME,ME,N,44.165011,12 to 28,7/24/19,28,70,9,0.01,28.48879726,CaM
INH,R2G3R4,EHMA,M,19.31422,RVMA-EHMA,MA,N,41.82633,12 to 28,7/24/19,28,69,8.2,0.009,21.17494143,CaM
INH,P2O5R6,PEAME,F,15.63283,OCME-PEAME,ME,N,44.29059,12 to 28,7/24/19,28,76,11.3,0.015,24.31376535,CaM
INH,P2P3O6,RVMA,F,23.49572,RVMA-EHMA,MA,N,41.674169,12 to 28,7/24/19,28,74,10.2,0.011,21.76215851,CaM
INH,G2O5R6,RVMA,M,23.49572,RVMA-EHMA,MA,N,41.674169,12 to 28,7/24/19,28,80,11.8,0.01,20.48881935,CaM
INH,R4O5R6,PENME,M,21.35523,PENME-DIME,ME,N,44.4663861,12 to 28,7/24/19,28,63,5.4,0.005,17.05157475,CaM
INH,O2P3O4,EHMA,F,19.31422,RVMA-EHMA,MA,N,41.82633,12 to 28,7/24/19,28,69,6.9,0.009,6.912953561,CaM
INH,R1R2G6,DIME,F,16.92318,PENME-DIME,ME,N,44.165011,12 to 28,7/24/19,28,82,11.8,0.015,13.03451644,CaM
INH,O1R3R6,RVMA,M,23.49572,RVMA-EHMA,MA,N,41.674169,12 to 28,7/24/19,28,80,13,0.011,19.33413069,CaM
INH,P1O3R6,PENME,M,21.35523,PENME-DIME,ME,N,44.4663861,12 to 28,7/24/19,28,67,6.9,0.005,6.373651376,CaM
INH,G2P3G6,OCME,M,18.06903,OCME-PEAME,ME,N,44.421147,12 to 28,7/24/19,28,67,7,0.006,1.095585185,CaM
INH,G1P4O5,PENME,M,21.35523,PENME-DIME,ME,N,44.4663861,12 to 28,7/24/19,28,67,7.1,0.007,6.621140155,CaM
INH,O1R3G4,EHMA,M,19.31422,RVMA-EHMA,MA,N,41.82633,12 to 28,7/24/19,28,71,9.4,0.014,7.417001935,CaM
INH,O2G5O6,PEAME,F,15.63283,OCME-PEAME,ME,N,44.29059,12 to 28,7/24/19,28,69,7.8,0.008,8.54078844,CaM
INH,O4R5O6,DIME,F,16.92318,PENME-DIME,ME,N,44.165011,12 to 28,7/25/19,28,87,15.3,0.016,30.02995536,CaM
INH,O4G5P6,EHMA,M,19.31422,RVMA-EHMA,MA,N,41.82633,12 to 28,7/25/19,28,80,12.1,0.014,29.74761012,CaM
INH,O1O2O3,OCME,M,18.06903,OCME-PEAME,ME,N,44.421147,12 to 28,7/25/19,28,70,7.6,0.009,15.45491917,CaM
INH,G3O4G5,PENME,F,21.35523,PENME-DIME,ME,N,44.4663861,12 to 28,7/25/19,28,74,10.7,0.012,23.21725133,CaM
INH,P2G3P4,OCME,F,18.06903,OCME-PEAME,ME,N,44.421147,12 to 28,7/25/19,28,66,7.1,0.003,13.72322654,CaM
INH,P2R3G5,EHMA,M,19.31422,RVMA-EHMA,MA,N,41.82633,12 to 28,7/25/19,28,73,10.2,0.013,16.34426364,CaM
INH,G1P4G6,PEAME,M,15.63283,OCME-PEAME,ME,N,44.29059,12 to 28,7/25/19,28,68,6.5,0.007,11.11326957,CaM
INH,P1G2O4,OCME,M,18.06903,OCME-PEAME,ME,N,44.421147,12 to 28,7/25/19,28,71,8.7,0.012,13.29335753,CaM
INH,G2R4R5,DIME,F,16.92318,PENME-DIME,ME,N,44.165011,12 to 28,7/25/19,28,68,5.6,0.007,1.013011935,CaM
INH,R1O4R5,RVMA,F,23.49572,RVMA-EHMA,MA,N,41.674169,12 to 28,7/25/19,28,78,12.5,0.014,7.399295806,CaM
INH,P3P4R5,DIME,M,16.92318,PENME-DIME,ME,N,44.165011,12 to 28,7/25/19,28,84,14.1,0.016,16.16221043,CaM
INH,P1G2G5,PENME,F,21.35523,PENME-DIME,ME,N,44.4663861,12 to 28,7/25/19,28,66,8.2,0.011,41.17648327,CaM
INH,P1O3P4,EHMA,M,19.31422,RVMA-EHMA,MA,N,41.82633,12 to 28,7/26/19,28,84,15.2,0.015,35.86987404,CaM
INH,G2O3G5,PEAME,M,15.63283,OCME-PEAME,ME,N,44.29059,12 to 28,7/26/19,28,72,8.3,0.009,25.46772529,CaM
INH,G1O4G5,DIME,M,16.92318,PENME-DIME,ME,N,44.165011,12 to 28,7/26/19,28,76,11.5,0.008,29.19091862,CaM
INH,O2G3O5,RVMA,M,23.49572,RVMA-EHMA,MA,N,41.674169,12 to 28,7/26/19,28,82,14,0.019,42.96750749,CaM
INH,P2R3O5,RVMA,M,23.49572,RVMA-EHMA,MA,N,41.674169,12 to 28,7/26/19,28,72,7.9,0.01,18.35430131,CaM
INH,R4R5P6,PEAME,F,15.63283,OCME-PEAME,ME,N,44.29059,12 to 28,7/26/19,28,73,10.1,0.007,16.21936171,CaM
INH,R1O2G6,OCME,M,18.06903,OCME-PEAME,ME,N,44.421147,12 to 28,7/26/19,28,66,6.5,0.008,9.130995341,CaM
INH,G2R4O6,OCME,M,18.06903,OCME-PEAME,ME,N,44.421147,12 to 28,7/26/19,28,64,6.2,0.008,7.413175731,CaM
INH,P1O5R6,PENME,F,21.35523,PENME-DIME,ME,N,44.4663861,12 to 28,7/26/19,28,69,7.6,0.009,6.238629032,CaM
INH,G3P4P5,PEAME,F,15.63283,OCME-PEAME,ME,N,44.29059,12 to 28,7/26/19,28,85,13.4,0.017,21.43107305,CaM
INH,G3O5P6,EHMA,F,19.31422,RVMA-EHMA,MA,N,41.82633,12 to 28,7/26/19,28,75,11.7,0.016,15.26426195,CaM
INH,R3G5G6,DIME,M,16.92318,PENME-DIME,ME,N,44.165011,12 to 28,7/26/19,28,66,6,0.004,1.71868192,CaM
INH,G3R4O6,PENME,M,21.35523,PENME-DIME,ME,N,44.4663861,12 to 28,7/26/19,28,75,9.8,0.012,11.86568805,CaM
INH,G3P4O6,DIME,M,16.92318,PENME-DIME,ME,N,44.165011,12 to 28,7/26/19,28,70,7.4,0.004,4.089939062,CaM
INH,P1P4P6,OCME,M,18.06903,OCME-PEAME,ME,N,44.421147,12 to 28,7/26/19,28,73,8.8,0.007,8.386893588,CaM
INH,G1R4R6,PENME,F,21.35523,PENME-DIME,ME,N,44.4663861,12 to 28,7/26/19,28,72,10.8,0.011,12.13206339,CaM
INH,R2G3G5,PENME,F,21.35523,PENME-DIME,ME,N,44.4663861,12 to 28,7/29/19,28,84,15.1,0.012,21.33277502,CaM
INH,R2O4G6,RVMA,M,23.49572,RVMA-EHMA,MA,N,41.674169,12 to 28,7/29/19,28,71,8.8,0.0014,22.74046136,CaM
INH,P1G2P5,DIME,F,16.92318,PENME-DIME,ME,N,44.165011,12 to 28,7/29/19,28,66,6.6,0.012,27.80196397,CaM
INH,O1P4O6,OCME,M,18.06903,OCME-PEAME,ME,N,44.421147,12 to 28,7/29/19,28,66,7.6,0.008,14.8223364,CaM
INH,O2O4O6,PENME,M,21.35523,PENME-DIME,ME,N,44.4663861,12 to 28,7/29/19,28,81,12.4,0.013,24.11814732,CaM
INH,G4G5O6,PENME,F,21.35523,PENME-DIME,ME,N,44.4663861,12 to 28,7/29/19,28,87,19.1,0.02,34.94836228,CaM
INH,G3G5O6,EHMA,M,19.31422,RVMA-EHMA,MA,N,41.82633,12 to 28,7/29/19,28,82,18,0.019,29.42690256,CaM
INH,R3P4R6,DIME,M,16.92318,PENME-DIME,ME,N,44.165011,12 to 28,7/29/19,28,76,8.9,0.011,20.43071479,CaM
INH,R2G4O6,DIME,F,16.92318,PENME-DIME,ME,N,44.165011,12 to 28,7/29/19,28,79,10.8,0.011,23.00218119,CaM
INH,P2R4P5,PEAME,M,15.63283,OCME-PEAME,ME,N,44.29059,12 to 28,7/29/19,28,70,7.6,0.007,16.21159177,CaM
INH,O1P2R6,DIME,M,16.92318,PENME-DIME,ME,N,44.165011,12 to 28,7/29/19,28,69,6.6,0.011,16.59373547,CaM
INH,R3G4R6,PENME,M,21.35523,PENME-DIME,ME,N,44.4663861,12 to 28,7/29/19,28,76,8.8,0.009,19.48773308,CaM
INH,R4O5G6,OCME,F,18.06903,OCME-PEAME,ME,N,44.421147,12 to 28,7/29/19,28,75,10.8,0.013,27.83524125,CaM
INH,G1R4G5,RVMA,F,23.49572,RVMA-EHMA,MA,N,41.674169,12 to 28,7/29/19,28,70,8.8,0.012,21.07152354,CaM
INH,P1G4R5,RVMA,F,23.49572,RVMA-EHMA,MA,N,41.674169,12 to 28,7/29/19,28,76,11.7,0.013,27.11276454,CaM
INH,P2R3P6,RVMA,F,23.49572,RVMA-EHMA,MA,N,41.674169,12 to 28,7/29/19,28,68,9,0.009,14.15270417,CaM
INH,P2O3O4,OCME,F,18.06903,OCME-PEAME,ME,N,44.421147,12 to 28,7/30/19,28,85,15.1,0.013,19.20119289,CaM
INH,O2G3O4,EHMA,F,19.31422,RVMA-EHMA,MA,N,41.82633,12 to 28,7/30/19,28,73,9.8,0.013,13.91224198,CaM
INH,R1R3R6,EHMA,F,19.31422,RVMA-EHMA,MA,N,41.82633,12 to 28,7/30/19,28,69,6.4,0.005,6.349660917,CaM
INH,P2R4G6,DIME,M,16.92318,PENME-DIME,ME,N,44.165011,12 to 28,7/30/19,28,75,9.1,0.007,11.33485055,CaM
INH,G1O3G5,PENME,M,21.35523,PENME-DIME,ME,N,44.4663861,12 to 28,7/30/19,28,72,9.4,0.013,14.77856948,CaM
INH,O1P3G5,PENME,M,21.35523,PENME-DIME,ME,N,44.4663861,12 to 28,7/30/19,28,63,5.4,0.005,4.325422615,CaM
INH,G2O3G6,DIME,M,16.92318,PENME-DIME,ME,N,44.165011,12 to 28,7/30/19,28,73,7.5,0.01,9.031408526,CaM
INH,G1G2P5,RVMA,F,23.49572,RVMA-EHMA,MA,N,41.674169,12 to 28,7/30/19,28,73,10.4,0.005,6.859925129,CaM
INH,R2R3R4,OCME,M,18.06903,OCME-PEAME,ME,N,44.421147,12 to 28,7/30/19,28,66,6.4,0.008,5.710651042,CaM
INH,G2O3P6,PENME,M,21.35523,PENME-DIME,ME,N,44.4663861,12 to 28,7/30/19,28,71,7.6,0.01,5.564518046,CaM
INH,G1G3R6,RVMA,M,23.49572,RVMA-EHMA,MA,N,41.674169,12 to 28,7/30/19,28,75,10.1,0.014,12.77373425,CaM
INH,G1O2P5,PEAME,M,15.63283,OCME-PEAME,ME,N,44.29059,12 to 28,7/30/19,28,69,6.4,0.007,7.031850205,CaM
INH,R2R3O6,EHMA,M,19.31422,RVMA-EHMA,MA,N,41.82633,12 to 28,7/30/19,28,67,7.3,0.008,5.452437916,CaM
INH,R2G5G6,PEAME,M,15.63283,OCME-PEAME,ME,N,44.29059,12 to 28,7/30/19,28,73,8.4,0.009,9.665891628,CaM
INH,G1R2P4,PEAME,F,15.63283,OCME-PEAME,ME,N,44.29059,12 to 28,7/30/19,28,69,7.8,0.006,7.457305997,CaM
INH,O1O3R5,RVMA,F,23.49572,RVMA-EHMA,MA,N,41.674169,12 to 28,7/30/19,28,80,13.8,0.011,12.06081834,CaM
INH,O1O2G5,RVMA,M,23.49572,RVMA-EHMA,MA,N,41.674169,12 to 28,7/30/19,28,83,13.8,0.016,16.27356236,CaM
INH,R1G3P6,DIME,M,16.92318,PENME-DIME,ME,N,44.165011,28 to 12,7/31/19,12,79,8.6,0.011,17.66834001,CaM
INH,P3O5G6,PEAME,F,15.63283,OCME-PEAME,ME,N,44.29059,28 to 12,7/31/19,12,72,8.7,0.015,18.66762668,CaM
INH,R1P2G5,RVMA,M,23.49572,RVMA-EHMA,MA,N,41.674169,28 to 12,7/31/19,12,81,13.1,0.02,34.77493976,CaM
INH,O1G2G3,PENME,M,21.35523,PENME-DIME,ME,N,44.4663861,28 to 12,7/31/19,12,74,9.5,0.012,8.619399241,CaM
INH,P3G5R6,OCME,F,18.06903,OCME-PEAME,ME,N,44.421147,28 to 12,7/31/19,12,76,10.9,0.012,28.02225028,CaM
INH,G3G5G6,PEAME,M,15.63283,OCME-PEAME,ME,N,44.29059,28 to 12,7/31/19,12,72,7.5,0.013,14.83118895,CaM
INH,O1R2G3,EHMA,F,19.31422,RVMA-EHMA,MA,N,41.82633,28 to 12,7/31/19,12,63,7.5,0.008,22.48262168,CaM
INH,G1O2P6,PEAME,F,15.63283,OCME-PEAME,ME,N,44.29059,28 to 12,7/31/19,12,75,8.9,0.011,24.56088694,CaM
INH,G1O4O5,RVMA,M,23.49572,RVMA-EHMA,MA,N,41.674169,28 to 12,7/31/19,12,83,14.1,0.017,36.93699215,CaM
INH,G3G4O5,OCME,M,18.06903,OCME-PEAME,ME,N,44.421147,28 to 12,7/31/19,12,66,7,0.012,19.35921768,CaM
INH,P1G3O5,DIME,M,16.92318,PENME-DIME,ME,N,44.165011,28 to 12,7/31/19,12,65,6.8,0.007,24.60062045,CaM
INH,O2O5R6,EHMA,F,19.31422,RVMA-EHMA,MA,N,41.82633,28 to 12,7/31/19,12,65,6.4,0.01,16.81818564,CaM
INH,G1G2R4,OCME,M,18.06903,OCME-PEAME,ME,N,44.421147,28 to 12,7/31/19,12,67,7.1,0.01,23.36292271,CaM
INH,G1P2O3,PEAME,M,15.63283,OCME-PEAME,ME,N,44.29059,28 to 12,7/31/19,12,69,7.8,0.01,17.53555906,CaM
INH,P1O3G4,PENME,F,21.35523,PENME-DIME,ME,N,44.4663861,28 to 12,7/31/19,12,75,9.5,0.014,28.42804757,CaM
INH,O2O3G4,DIME,M,16.92318,PENME-DIME,ME,N,44.165011,28 to 12,7/31/19,12,71,7.4,0.012,23.89261206,CaM
INH,G2P3P4,PEAME,F,15.63283,OCME-PEAME,ME,N,44.29059,28 to 12,7/31/19,12,77,8.9,0.01,23.90844249,CaM
INH,O2R3O6,EHMA,M,19.31422,RVMA-EHMA,MA,N,41.82633,28 to 12,7/31/19,12,80,12.3,0.017,38.41529568,CaM
INH,G2O4P5,RVMA,M,23.49572,RVMA-EHMA,MA,N,41.674169,28 to 12,7/31/19,12,69,7.1,0.012,28.26936742,CaM
INH,R4R5G6,RVMA,F,23.49572,RVMA-EHMA,MA,N,41.674169,28 to 12,7/31/19,12,84,17.3,0.029,44.96570705,CaM
INH,G1O3R4,DIME,F,16.92318,PENME-DIME,ME,N,44.165011,28 to 12,8/1/19,12,86,12.9,0.016,24.77273007,CaM
INH,P1R2G3,OCME,F,18.06903,OCME-PEAME,ME,N,44.421147,28 to 12,8/1/19,12,70,6.4,0.01,15.51228564,CaM
INH,R2G5O6,PENME,F,21.35523,PENME-DIME,ME,N,44.4663861,28 to 12,8/1/19,12,82,10.6,0.016,29.05559639,CaM
INH,O2R5P6,OCME,M,18.06903,OCME-PEAME,ME,N,44.421147,28 to 12,8/1/19,12,59,4,0.008,13.34478585,CaM
INH,O1O5G6,DIME,F,16.92318,PENME-DIME,ME,N,44.165011,28 to 12,8/1/19,12,66,5.6,0.01,14.0514439,CaM
INH,O2P4G5,RVMA,M,23.49572,RVMA-EHMA,MA,N,41.674169,28 to 12,8/1/19,12,76,11.3,0.023,26.70835642,CaM
INH,R3G5P6,EHMA,F,19.31422,RVMA-EHMA,MA,N,41.82633,28 to 12,8/1/19,12,90,16.7,0.026,42.05451358,CaM
INH,G3O5G6,PENME,M,21.35523,PENME-DIME,ME,N,44.4663861,28 to 12,8/1/19,12,67,7.5,0.02,26.64046773,CaM
INH,R1P2O4,PENME,F,21.35523,PENME-DIME,ME,N,44.4663861,28 to 12,8/1/19,12,85,16,0.021,29.89706685,CaM
INH,G1O4P5,OCME,F,18.06903,OCME-PEAME,ME,N,44.421147,28 to 12,8/1/19,12,83,11.7,0.019,31.91219742,CaM
INH,G1O3G6,PENME,M,21.35523,PENME-DIME,ME,N,44.4663861,28 to 12,8/1/19,12,72,8.6,0.012,22.7015271,CaM
INH,R1G4R6,RVMA,F,23.49572,RVMA-EHMA,MA,N,41.674169,28 to 12,8/1/19,12,81,12.8,0.018,32.0496879,CaM
INH,R2O5G6,DIME,F,16.92318,PENME-DIME,ME,N,44.165011,28 to 12,8/1/19,12,92,17.4,0.029,37.64881107,CaM
INH,O2R5O6,PEAME,M,15.63283,OCME-PEAME,ME,N,44.29059,28 to 12,8/1/19,12,61,6,0.007,14.58949505,CaM
INH,G1G3G6,DIME,M,16.92318,PENME-DIME,ME,N,44.165011,28 to 12,8/1/19,12,78,9.6,0.014,29.68115482,CaM
INH,R3P4G5,PENME,F,21.35523,PENME-DIME,ME,N,44.4663861,28 to 12,8/1/19,12,80,12.4,0.016,27.89982072,CaM
INH,G2R3G6,RVMA,F,23.49572,RVMA-EHMA,MA,N,41.674169,28 to 12,8/1/19,12,71,8.3,0.012,25.60754988,CaM
INH,G2O3O6,DIME,M,16.92318,PENME-DIME,ME,N,44.165011,28 to 12,8/1/19,12,71,7.1,0.008,20.33559675,CaM
INH,O1G5R6,EHMA,M,19.31422,RVMA-EHMA,MA,N,41.82633,28 to 12,8/1/19,12,73,11,0.015,23.33514014,CaM
INH,P4G5G6,EHMA,M,19.31422,RVMA-EHMA,MA,N,41.82633,28 to 12,8/1/19,12,82,14,0.023,33.81277976,CaM
INH,G1G2G4,RVMA,F,23.49572,RVMA-EHMA,MA,N,41.674169,28 to 12,8/5/19,12,76,11.5,0.012,25.52717711,CaM
INH,G1G2P3,PEAME,M,15.63283,OCME-PEAME,ME,N,44.29059,28 to 12,8/5/19,12,70,7.7,0.011,16.80320348,CaM
INH,O1R5P6,PEAME,F,15.63283,OCME-PEAME,ME,N,44.29059,28 to 12,8/5/19,12,74,7.1,0.013,11.56412634,CaM
INH,O1P2G5,OCME,M,18.06903,OCME-PEAME,ME,N,44.421147,28 to 12,8/5/19,12,61,5.4,0.007,9.422911796,CaM
INH,O1R2O5,PENME,F,21.35523,PENME-DIME,ME,N,44.4663861,28 to 12,8/5/19,12,76,10.6,0.013,19.86221555,CaM
INH,P2G4G5,PENME,F,21.35523,PENME-DIME,ME,N,44.4663861,28 to 12,8/5/19,12,72,8.2,0.013,16.39274929,CaM
INH,P1P2R4,EHMA,F,19.31422,RVMA-EHMA,MA,N,41.82633,28 to 12,8/5/19,12,71,9.3,0.012,19.01155209,CaM
INH,G1O2G5,PENME,F,21.35523,PENME-DIME,ME,N,44.4663861,28 to 12,8/5/19,12,68,7.1,0.006,12.91098372,CaM
INH,P1O4G5,PEAME,F,15.63283,OCME-PEAME,ME,N,44.29059,28 to 12,8/5/19,12,76,9.5,0.011,15.95551739,CaM
INH,P1P2G5,EHMA,M,19.31422,RVMA-EHMA,MA,N,41.82633,28 to 12,8/5/19,12,74,9.6,0.01,18.47114905,CaM
INH,P2O4R6,OCME,M,18.06903,OCME-PEAME,ME,N,44.421147,28 to 12,8/5/19,12,77,9.5,0.019,22.44142366,CaM
INH,G2G3R6,OCME,F,18.06903,OCME-PEAME,ME,N,44.421147,28 to 12,8/5/19,12,61,5,0.007,9.277332149,CaM
INH,G3P4G5,RVMA,M,23.49572,RVMA-EHMA,MA,N,41.674169,28 to 12,8/5/19,12,82,11,0.014,24.45604646,CaM
INH,R1R3P5,OCME,M,18.06903,OCME-PEAME,ME,N,44.421147,28 to 12,8/5/19,12,66,4.6,0.01,10.74796761,CaM
INH,P2R3G6,DIME,M,16.92318,PENME-DIME,ME,N,44.165011,28 to 12,8/5/19,12,78,10.8,0.013,22.40281071,CaM
INH,G2G3G4,EHMA,F,19.31422,RVMA-EHMA,MA,N,41.82633,28 to 12,8/5/19,12,75,10,0.013,17.5831457,CaM
INH,R1O5O6,EHMA,M,19.31422,RVMA-EHMA,MA,N,41.82633,28 to 12,8/5/19,12,62,5.3,0.006,11.9319979,CaM
INH,G2P3R5,RVMA,M,23.49572,RVMA-EHMA,MA,N,41.674169,28 to 12,8/5/19,12,61,7.1,0.008,16.5267256,CaM
INH,P4G5R6,PEAME,M,15.63283,OCME-PEAME,ME,N,44.29059,28 to 12,8/5/19,12,66,6.3,0.007,11.10932513,CaM
INH,R1P5O6,PEAME,F,15.63283,OCME-PEAME,ME,N,44.29059,28 to 12,8/6/19,12,74,8.6,0.01,26.603147,CaM
INH,G2R5G6,PENME,F,21.35523,PENME-DIME,ME,N,44.4663861,28 to 12,8/6/19,12,72,9.1,0.011,21.55368087,CaM
INH,R1O2P3,RVMA,F,23.49572,RVMA-EHMA,MA,N,41.674169,28 to 12,8/6/19,12,67,8.5,0.016,17.27921525,CaM
INH,O1G4P6,PEAME,F,15.63283,OCME-PEAME,ME,N,44.29059,28 to 12,8/6/19,12,75,9.3,0.015,23.83486844,CaM
INH,R2G3P4,PENME,M,21.35523,PENME-DIME,ME,N,44.4663861,28 to 12,8/6/19,12,71,8.1,0.01,21.28462075,CaM
INH,G2P5P6,RVMA,F,23.49572,RVMA-EHMA,MA,N,41.674169,28 to 12,8/6/19,12,71,9.4,0.011,18.89706986,CaM
INH,P1P3O6,DIME,M,16.92318,PENME-DIME,ME,N,44.165011,28 to 12,8/6/19,12,66,7,0.011,19.9829264,CaM
INH,O2G3P5,PEAME,F,15.63283,OCME-PEAME,ME,N,44.29059,28 to 12,8/6/19,12,74,10.3,0.011,27.62687585,CaM
INH,G1R3O5,RVMA,M,23.49572,RVMA-EHMA,MA,N,41.674169,28 to 12,8/6/19,12,70,14.2,0.025,40.75838219,CaM
INH,G1O2P3,OCME,M,18.06903,OCME-PEAME,ME,N,44.421147,28 to 12,8/6/19,12,59,4,0.008,11.79574213,CaM
INH,R1P2R6,PEAME,M,15.63283,OCME-PEAME,ME,N,44.29059,28 to 12,8/6/19,12,67,6.2,0.009,16.80254491,CaM
INH,R1G4R5,OCME,M,18.06903,OCME-PEAME,ME,N,44.421147,28 to 12,8/6/19,12,47,2.4,0.001,7.403962603,CaM
INH,R2O3P4,OCME,F,18.06903,OCME-PEAME,ME,N,44.421147,28 to 12,8/6/19,12,71,8.3,0.011,19.53951949,CaM
INH,G1G3P5,DIME,M,16.92318,PENME-DIME,ME,N,44.165011,28 to 12,8/6/19,12,71,7.7,0.012,25.0840475,CaM
INH,O3P4G6,PEAME,M,15.63283,OCME-PEAME,ME,N,44.29059,28 to 12,8/6/19,12,66,6.7,0.008,14.64667737,CaM
INH,O2R3G5,OCME,M,18.06903,OCME-PEAME,ME,N,44.421147,28 to 12,8/6/19,12,68,7.2,0.01,22.45208419,CaM
INH,R2P3G5,RVMA,M,23.49572,RVMA-EHMA,MA,N,41.674169,28 to 12,8/6/19,12,74,9.8,0.013,26.71160707,CaM
INH,R2P4R6,OCME,M,18.06903,OCME-PEAME,ME,N,44.421147,28 to 12,8/6/19,12,64,5.6,0.007,3.882462658,CaM
INH,O4O5O6,RVMA,F,23.49572,RVMA-EHMA,MA,N,41.674169,28 to 12,8/6/19,12,77,9.4,0.015,19.08856457,CaM
INH,G1G2R6,PEAME,M,15.63283,OCME-PEAME,ME,N,44.29059,28 to 12,8/7/19,12,72,9.7,0.011,15.59798078,CaM
INH,P2R5O6,PEAME,F,15.63283,OCME-PEAME,ME,N,44.29059,28 to 12,8/7/19,12,75,9.6,0.018,25.34780718,CaM
INH,P2G3G4,OCME,M,18.06903,OCME-PEAME,ME,N,44.421147,28 to 12,8/7/19,12,64,6.3,0.007,13.88183747,CaM
INH,G1P3O6,PEAME,M,15.63283,OCME-PEAME,ME,N,44.29059,28 to 12,8/7/19,12,72,8.6,0.01,14.33692136,CaM
INH,O1R2P6,RVMA,M,23.49572,RVMA-EHMA,MA,N,41.674169,28 to 12,8/7/19,12,79,13.1,0.023,39.05113044,CaM
INH,O3G5G6,DIME,F,16.92318,PENME-DIME,ME,N,44.165011,28 to 12,8/7/19,12,69,7.2,0.012,15.94219822,CaM
INH,G2R3P6,DIME,M,16.92318,PENME-DIME,ME,N,44.165011,28 to 12,8/7/19,12,69,6.9,0.007,14.95207063,CaM
INH,G3O4R5,PENME,M,21.35523,PENME-DIME,ME,N,44.4663861,28 to 12,8/7/19,12,79,11.5,0.017,29.10700588,CaM
