substrate,FishID,pop,sex,Date,Temp,length,mass,heart_mass,MR_pmol_s,phenotype,aug2018_temp,tenyr_mean_temp,pair,state,mt_haplotype,temp_var,latitude,accl_order
LKA,O1O5G6,DIME,F,8/1/19,12,66,5.6,0.01,13.32335649,CaM,16.92318,9.07777,PENME-DIME,ME,N,17.6729,44.165011,28 to 12
LKA,O2P4G5,RVMA,M,8/1/19,12,76,11.3,0.023,25.03473668,CaM,23.49572,11.710242,RVMA-EHMA,MA,N,44.46299,41.674169,28 to 12
LKA,R3G5P6,EHMA,F,8/1/19,12,90,16.7,0.026,42.66829684,CaM,19.31422,9.07777,RVMA-EHMA,MA,N,33.13356,41.82633,28 to 12
LKA,G3O5G6,PENME,M,8/1/19,12,67,7.5,0.02,26.05916776,CaM,21.35523,8.606675,PENME-DIME,ME,N,27.27436,44.4663861,28 to 12
LKA,R1P2O4,PENME,F,8/1/19,12,85,16,0.021,31.44768444,CaM,21.35523,8.606675,PENME-DIME,ME,N,27.27436,44.4663861,28 to 12
LKA,G1O4P5,OCME,F,8/1/19,12,83,11.7,0.019,28.76310344,CaM,18.06903,8.606675,OCME-PEAME,ME,N,11.41609,44.421147,28 to 12
LKA,G1O3G6,PENME,M,8/1/19,12,72,8.6,0.012,24.679854,CaM,21.35523,8.606675,PENME-DIME,ME,N,27.27436,44.4663861,28 to 12
LKA,R1G4R6,RVMA,F,8/1/19,12,81,12.8,0.018,33.75284424,CaM,23.49572,11.710242,RVMA-EHMA,MA,N,44.46299,41.674169,28 to 12
LKA,R2O5G6,DIME,F,8/1/19,12,92,17.4,0.029,36.60944887,CaM,16.92318,9.07777,PENME-DIME,ME,N,17.6729,44.165011,28 to 12
LKA,O2R5O6,PEAME,M,8/1/19,12,61,6,0.007,15.11565335,CaM,15.63283,8.606675,OCME-PEAME,ME,N,13.10594,44.29059,28 to 12
LKA,G1G3G6,DIME,M,8/1/19,12,78,9.6,0.014,30.1950041,CaM,16.92318,9.07777,PENME-DIME,ME,N,17.6729,44.165011,28 to 12
LKA,R3P4G5,PENME,F,8/1/19,12,80,12.4,0.016,29.92629821,CaM,21.35523,8.606675,PENME-DIME,ME,N,27.27436,44.4663861,28 to 12
LKA,G2R3G6,RVMA,F,8/1/19,12,71,8.3,0.012,26.63483193,CaM,23.49572,11.710242,RVMA-EHMA,MA,N,44.46299,41.674169,28 to 12
LKA,G2O3O6,DIME,M,8/1/19,12,71,7.1,0.008,14.63635176,CaM,16.92318,9.07777,PENME-DIME,ME,N,17.6729,44.165011,28 to 12
LKA,O1G5R6,EHMA,M,8/1/19,12,73,11,0.015,25.19355694,CaM,19.31422,9.07777,RVMA-EHMA,MA,N,33.13356,41.82633,28 to 12
LKA,P4G5G6,EHMA,M,8/1/19,12,82,14,0.023,32.14849813,CaM,19.31422,9.07777,RVMA-EHMA,MA,N,33.13356,41.82633,28 to 12
LKA,G1G2G4,RVMA,F,8/5/19,12,76,11.5,0.012,18.5610743,CaM,23.49572,11.710242,RVMA-EHMA,MA,N,44.46299,41.674169,28 to 12
LKA,G1G2P3,PEAME,M,8/5/19,12,70,7.7,0.011,19.04216858,CaM,15.63283,8.606675,OCME-PEAME,ME,N,13.10594,44.29059,28 to 12
LKA,O1R5P6,PEAME,F,8/5/19,12,74,7.1,0.013,20.62637031,CaM,15.63283,8.606675,OCME-PEAME,ME,N,13.10594,44.29059,28 to 12
LKA,O1P2G5,OCME,M,8/5/19,12,61,5.4,0.007,7.764410512,CaM,18.06903,8.606675,OCME-PEAME,ME,N,11.41609,44.421147,28 to 12
LKA,O1R2O5,PENME,F,8/5/19,12,76,10.6,0.013,17.10704454,CaM,21.35523,8.606675,PENME-DIME,ME,N,27.27436,44.4663861,28 to 12
LKA,P2G4G5,PENME,F,8/5/19,12,72,8.2,0.013,20.40860139,CaM,21.35523,8.606675,PENME-DIME,ME,N,27.27436,44.4663861,28 to 12
LKA,P1P2R4,EHMA,F,8/5/19,12,71,9.3,0.012,19.44645428,CaM,19.31422,9.07777,RVMA-EHMA,MA,N,33.13356,41.82633,28 to 12
LKA,G1O2G5,PENME,F,8/5/19,12,68,7.1,0.006,12.22275778,CaM,21.35523,8.606675,PENME-DIME,ME,N,27.27436,44.4663861,28 to 12
LKA,P1O4G5,PEAME,F,8/5/19,12,76,9.5,0.011,20.48313598,CaM,15.63283,8.606675,OCME-PEAME,ME,N,13.10594,44.29059,28 to 12
LKA,P1P2G5,EHMA,M,8/5/19,12,74,9.6,0.01,19.96348932,CaM,19.31422,9.07777,RVMA-EHMA,MA,N,33.13356,41.82633,28 to 12
LKA,P2O4R6,OCME,M,8/5/19,12,77,9.5,0.019,22.55332909,CaM,18.06903,8.606675,OCME-PEAME,ME,N,11.41609,44.421147,28 to 12
LKA,G2G3R6,OCME,F,8/5/19,12,61,5,0.007,8.128986679,CaM,18.06903,8.606675,OCME-PEAME,ME,N,11.41609,44.421147,28 to 12
LKA,G3P4G5,RVMA,M,8/5/19,12,82,11,0.014,26.57445085,CaM,23.49572,11.710242,RVMA-EHMA,MA,N,44.46299,41.674169,28 to 12
LKA,R1R3P5,OCME,M,8/5/19,12,66,4.6,0.01,9.715712251,CaM,18.06903,8.606675,OCME-PEAME,ME,N,11.41609,44.421147,28 to 12
LKA,P2R3G6,DIME,M,8/5/19,12,78,10.8,0.013,23.60039077,CaM,16.92318,9.07777,PENME-DIME,ME,N,17.6729,44.165011,28 to 12
LKA,G2G3G4,EHMA,F,8/5/19,12,75,10,0.013,19.92938192,CaM,19.31422,9.07777,RVMA-EHMA,MA,N,33.13356,41.82633,28 to 12
LKA,R1O5O6,EHMA,M,8/5/19,12,62,5.3,0.006,14.33719947,CaM,19.31422,9.07777,RVMA-EHMA,MA,N,33.13356,41.82633,28 to 12
LKA,G2P3R5,RVMA,M,8/5/19,12,61,7.1,0.008,20.37797945,CaM,23.49572,11.710242,RVMA-EHMA,MA,N,44.46299,41.674169,28 to 12
LKA,P4G5R6,PEAME,M,8/5/19,12,66,6.3,0.007,12.97681478,CaM,15.63283,8.606675,OCME-PEAME,ME,N,13.10594,44.29059,28 to 12
LKA,R1P5O6,PEAME,F,8/6/19,12,74,8.6,0.01,28.99085256,CaM,15.63283,8.606675,OCME-PEAME,ME,N,13.10594,44.29059,28 to 12
LKA,G2R5G6,PENME,F,8/6/19,12,72,9.1,0.011,20.43687185,CaM,21.35523,8.606675,PENME-DIME,ME,N,27.27436,44.4663861,28 to 12
LKA,R1O2P3,RVMA,F,8/6/19,12,67,8.5,0.016,21.4560641,CaM,23.49572,11.710242,RVMA-EHMA,MA,N,44.46299,41.674169,28 to 12
LKA,O1G4P6,PEAME,F,8/6/19,12,75,9.3,0.015,28.71389917,CaM,15.63283,8.606675,OCME-PEAME,ME,N,13.10594,44.29059,28 to 12
LKA,R2G3P4,PENME,M,8/6/19,12,71,8.1,0.01,26.22842611,CaM,21.35523,8.606675,PENME-DIME,ME,N,27.27436,44.4663861,28 to 12
LKA,G2P5P6,RVMA,F,8/6/19,12,71,9.4,0.011,21.117587,CaM,23.49572,11.710242,RVMA-EHMA,MA,N,44.46299,41.674169,28 to 12
LKA,P1P3O6,DIME,M,8/6/19,12,66,7,0.011,24.73205536,CaM,16.92318,9.07777,PENME-DIME,ME,N,17.6729,44.165011,28 to 12
LKA,O2G3P5,PEAME,F,8/6/19,12,74,10.3,0.011,51.87396023,CaM,15.63283,8.606675,OCME-PEAME,ME,N,13.10594,44.29059,28 to 12
LKA,G1R3O5,RVMA,M,8/6/19,12,70,14.2,0.025,47.6091696,CaM,23.49572,11.710242,RVMA-EHMA,MA,N,44.46299,41.674169,28 to 12
LKA,G1O2P3,OCME,M,8/6/19,12,59,4,0.008,18.96889766,CaM,18.06903,8.606675,OCME-PEAME,ME,N,11.41609,44.421147,28 to 12
LKA,R1P2R6,PEAME,M,8/6/19,12,67,6.2,0.009,21.55529036,CaM,15.63283,8.606675,OCME-PEAME,ME,N,13.10594,44.29059,28 to 12
LKA,R1G4R5,OCME,M,8/6/19,12,47,2.4,0.001,10.7841101,CaM,18.06903,8.606675,OCME-PEAME,ME,N,11.41609,44.421147,28 to 12
LKA,R2O3P4,OCME,F,8/6/19,12,71,8.3,0.011,26.76971346,CaM,18.06903,8.606675,OCME-PEAME,ME,N,11.41609,44.421147,28 to 12
LKA,G1G3P5,DIME,M,8/6/19,12,71,7.7,0.012,31.66584032,CaM,16.92318,9.07777,PENME-DIME,ME,N,17.6729,44.165011,28 to 12
LKA,O3P4G6,PEAME,M,8/6/19,12,66,6.7,0.008,21.46187537,CaM,15.63283,8.606675,OCME-PEAME,ME,N,13.10594,44.29059,28 to 12
LKA,O2R3G5,OCME,M,8/6/19,12,68,7.2,0.01,26.07097604,CaM,18.06903,8.606675,OCME-PEAME,ME,N,11.41609,44.421147,28 to 12
LKA,R2P3G5,RVMA,M,8/6/19,12,74,9.8,0.013,32.74600652,CaM,23.49572,11.710242,RVMA-EHMA,MA,N,44.46299,41.674169,28 to 12
LKA,R2P4R6,OCME,M,8/6/19,12,64,5.6,0.007,20.68898338,CaM,18.06903,8.606675,OCME-PEAME,ME,N,11.41609,44.421147,28 to 12
LKA,O4O5O6,RVMA,F,8/6/19,12,77,9.4,0.015,36.63197746,CaM,23.49572,11.710242,RVMA-EHMA,MA,N,44.46299,41.674169,28 to 12
LKA,G1G2R6,PEAME,M,8/7/19,12,72,9.7,0.011,17.16251054,CaM,15.63283,8.606675,OCME-PEAME,ME,N,13.10594,44.29059,28 to 12
LKA,P2R5O6,PEAME,F,8/7/19,12,75,9.6,0.018,30.70621917,CaM,15.63283,8.606675,OCME-PEAME,ME,N,13.10594,44.29059,28 to 12
LKA,P2G3G4,OCME,M,8/7/19,12,64,6.3,0.007,16.63127929,CaM,18.06903,8.606675,OCME-PEAME,ME,N,11.41609,44.421147,28 to 12
LKA,G1P3O6,PEAME,M,8/7/19,12,72,8.6,0.01,17.98542859,CaM,15.63283,8.606675,OCME-PEAME,ME,N,13.10594,44.29059,28 to 12
LKA,P2P3G4,OCME,M,8/7/19,12,64,6.5,0.013,18.72078498,CaM,18.06903,8.606675,OCME-PEAME,ME,N,11.41609,44.421147,28 to 12
LKA,G1O4R6,PENME,F,8/7/19,12,78,11.2,0.019,30.615026,CaM,21.35523,8.606675,PENME-DIME,ME,N,27.27436,44.4663861,28 to 12
LKA,O1R2P6,RVMA,M,8/7/19,12,79,13.1,0.023,39.27420872,CaM,23.49572,11.710242,RVMA-EHMA,MA,N,44.46299,41.674169,28 to 12
LKA,O3G5G6,DIME,F,8/7/19,12,69,7.2,0.012,20.43238907,CaM,16.92318,9.07777,PENME-DIME,ME,N,17.6729,44.165011,28 to 12
LKA,G2R3P6,DIME,M,8/7/19,12,69,6.9,0.007,15.65212999,CaM,16.92318,9.07777,PENME-DIME,ME,N,17.6729,44.165011,28 to 12
LKA,G3O4R5,PENME,M,8/7/19,12,79,11.5,0.017,33.6981948,CaM,21.35523,8.606675,PENME-DIME,ME,N,27.27436,44.4663861,28 to 12
LKA,O1G2G6,PEAME,M,8/7/19,12,64,6.6,0.007,17.91309906,CaM,15.63283,8.606675,OCME-PEAME,ME,N,13.10594,44.29059,28 to 12
LKA,P3G5O6,PENME,F,8/7/19,12,69,7.7,0.017,24.33796507,CaM,21.35523,8.606675,PENME-DIME,ME,N,27.27436,44.4663861,28 to 12
LKA,G1G3O6,RVMA,M,8/7/19,12,73,10.2,0.014,25.84513679,CaM,23.49572,11.710242,RVMA-EHMA,MA,N,44.46299,41.674169,28 to 12
LKA,G3R4O5,DIME,M,8/7/19,12,81,11.5,0.02,33.11840797,CaM,16.92318,9.07777,PENME-DIME,ME,N,17.6729,44.165011,28 to 12
LKA,O3G5P6,EHMA,M,8/7/19,12,71,8.2,0.009,22.82307892,CaM,19.31422,9.07777,RVMA-EHMA,MA,N,33.13356,41.82633,28 to 12
LKA,O1O3O6,PENME,M,8/7/19,12,79,11.5,0.014,32.21900402,CaM,21.35523,8.606675,PENME-DIME,ME,N,27.27436,44.4663861,28 to 12
LKA,G2G5P6,OCME,M,8/8/19,12,65,6.3,0.006,16.56469418,CaM,18.06903,8.606675,OCME-PEAME,ME,N,11.41609,44.421147,28 to 12
LKA,O3O5R6,DIME,M,8/8/19,12,77,7.9,0.012,25.17993568,CaM,16.92318,9.07777,PENME-DIME,ME,N,17.6729,44.165011,28 to 12
LKA,P1P2G6,PEAME,F,8/8/19,12,78,12.5,0.022,36.92807563,CaM,15.63283,8.606675,OCME-PEAME,ME,N,13.10594,44.29059,28 to 12
LKA,R1P4O6,EHMA,M,8/8/19,12,70,8.8,0.014,20.98315755,CaM,19.31422,9.07777,RVMA-EHMA,MA,N,33.13356,41.82633,28 to 12
LKA,R1R2R3,RVMA,M,8/8/19,12,72,9.6,0.01,16.52910089,CaM,23.49572,11.710242,RVMA-EHMA,MA,N,44.46299,41.674169,28 to 12
LKA,G1O3R5,PENME,M,8/8/19,12,66,7,0.01,20.64742368,CaM,21.35523,8.606675,PENME-DIME,ME,N,27.27436,44.4663861,28 to 12
LKA,G4G5P6,RVMA,M,8/8/19,12,80,12.6,0.015,36.30084567,CaM,23.49572,11.710242,RVMA-EHMA,MA,N,44.46299,41.674169,28 to 12
LKA,O2P3G5,EHMA,M,8/8/19,12,73,8.9,0.015,22.25696341,CaM,19.31422,9.07777,RVMA-EHMA,MA,N,33.13356,41.82633,28 to 12
LKA,P1R2R3,RVMA,F,8/8/19,12,75,10.9,0.013,24.27762588,CaM,23.49572,11.710242,RVMA-EHMA,MA,N,44.46299,41.674169,28 to 12
LKA,G1G2R5,EHMA,F,8/8/19,12,83,16.7,0.025,39.00474814,CaM,19.31422,9.07777,RVMA-EHMA,MA,N,33.13356,41.82633,28 to 12
LKA,P2O4G6,EHMA,M,8/8/19,12,61,5.3,0.008,14.32883532,CaM,19.31422,9.07777,RVMA-EHMA,MA,N,33.13356,41.82633,28 to 12
LKA,G1R2R5,OCME,F,8/8/19,12,77,12.3,0.02,35.09076733,CaM,18.06903,8.606675,OCME-PEAME,ME,N,11.41609,44.421147,28 to 12
LKA,G2G5G6,EHMA,F,8/8/19,12,73,9.8,0.014,26.80226552,CaM,19.31422,9.07777,RVMA-EHMA,MA,N,33.13356,41.82633,28 to 12
LKA,R1R4O5,EHMA,F,8/8/19,12,72,8,0.02,23.18038277,CaM,19.31422,9.07777,RVMA-EHMA,MA,N,33.13356,41.82633,28 to 12
LKA,G1R3G4,DIME,M,8/8/19,12,67,6.8,0.011,18.67718987,CaM,16.92318,9.07777,PENME-DIME,ME,N,17.6729,44.165011,28 to 12
LKA,R1O3R6,DIME,F,8/8/19,12,84,12.5,0.021,30.65257741,CaM,16.92318,9.07777,PENME-DIME,ME,N,17.6729,44.165011,28 to 12
LKA,P1P4G5,EHMA,M,8/8/19,12,69,7.7,0.012,21.7353072,CaM,19.31422,9.07777,RVMA-EHMA,MA,N,33.13356,41.82633,28 to 12
LKA,O1G4G6,EHMA,F,8/8/19,12,65,6.7,0.013,26.39965781,CaM,19.31422,9.07777,RVMA-EHMA,MA,N,33.13356,41.82633,28 to 12
LKA,O1G3G5,OCME,M,8/8/19,12,65,8,0.008,20.21009951,CaM,18.06903,8.606675,OCME-PEAME,ME,N,11.41609,44.421147,28 to 12
LKA,G1R2G4,EHMA,F,8/8/19,12,60,4.9,0.007,16.51498215,CaM,19.31422,9.07777,RVMA-EHMA,MA,N,33.13356,41.82633,28 to 12
INH,P1R3O6,PENME,F,7/23/19,28,67,6.1,0.006,12.14182947,CaM,21.35523,8.606675,PENME-DIME,ME,N,27.27436,44.4663861,12 to 28
INH,P1G3R5,RVMA,F,7/23/19,28,76,12.1,0.014,44.50355038,CaM,23.49572,11.710242,RVMA-EHMA,MA,N,44.46299,41.674169,12 to 28
INH,O3O4R5,RVMA,M,7/23/19,28,77,12.1,0.015,28.61335706,CaM,23.49572,11.710242,RVMA-EHMA,MA,N,44.46299,41.674169,12 to 28
INH,G2R5P6,RVMA,F,7/23/19,28,75,9.6,0.012,16.83009088,CaM,23.49572,11.710242,RVMA-EHMA,MA,N,44.46299,41.674169,12 to 28
INH,R3G4P5,DIME,F,7/23/19,28,86,11.8,0.014,16.00901737,CaM,16.92318,9.07777,PENME-DIME,ME,N,17.6729,44.165011,12 to 28
INH,G1R2O5,EHMA,F,7/23/19,28,68,8.4,0.006,1.46486421,CaM,19.31422,9.07777,RVMA-EHMA,MA,N,33.13356,41.82633,12 to 28
INH,R1P3R6,PEAME,M,7/23/19,28,66,6.4,0.005,3.768724715,CaM,15.63283,8.606675,OCME-PEAME,ME,N,13.10594,44.29059,12 to 28
INH,P3R4R6,PENME,M,7/23/19,28,72,8.7,0.01,6.618826556,CaM,21.35523,8.606675,PENME-DIME,ME,N,27.27436,44.4663861,12 to 28
INH,G1P2R5,PENME,F,7/23/19,28,84,11.4,0.01,9.741959,CaM,21.35523,8.606675,PENME-DIME,ME,N,27.27436,44.4663861,12 to 28
INH,R3R5P6,PEAME,F,7/23/19,28,73,8.8,0.007,3.021119189,CaM,15.63283,8.606675,OCME-PEAME,ME,N,13.10594,44.29059,12 to 28
INH,G1O2P4,DIME,M,7/23/19,28,71,6.6,0.007,3.852125248,CaM,16.92318,9.07777,PENME-DIME,ME,N,17.6729,44.165011,12 to 28
INH,R2R4R5,PENME,M,7/23/19,28,72,10.6,0.012,11.82927889,CaM,21.35523,8.606675,PENME-DIME,ME,N,27.27436,44.4663861,12 to 28
INH,G1O5R6,RVMA,F,7/23/19,28,72,8.3,0.007,1.845638948,CaM,23.49572,11.710242,RVMA-EHMA,MA,N,44.46299,41.674169,12 to 28
INH,P2R3P4,DIME,F,7/23/19,28,81,10.6,0.014,9.702677369,CaM,16.92318,9.07777,PENME-DIME,ME,N,17.6729,44.165011,12 to 28
INH,R1R5G6,RVMA,M,7/23/19,28,74,9.6,0.011,4.138189421,CaM,23.49572,11.710242,RVMA-EHMA,MA,N,44.46299,41.674169,12 to 28
INH,O3P4R6,OCME,F,7/24/19,28,66,6.4,0.008,20.06806164,CaM,18.06903,8.606675,OCME-PEAME,ME,N,11.41609,44.421147,12 to 28
INH,G2G3P5,DIME,M,7/24/19,28,74,7.2,0.008,19.53106862,CaM,16.92318,9.07777,PENME-DIME,ME,N,17.6729,44.165011,12 to 28
INH,G1P2R3,PEAME,F,7/24/19,28,74,8.1,0.008,25.37209919,CaM,15.63283,8.606675,OCME-PEAME,ME,N,13.10594,44.29059,12 to 28
INH,O1O2R4,DIME,M,7/24/19,28,70,9,0.01,28.48879726,CaM,16.92318,9.07777,PENME-DIME,ME,N,17.6729,44.165011,12 to 28
INH,R2G3R4,EHMA,M,7/24/19,28,69,8.2,0.009,21.17494143,CaM,19.31422,9.07777,RVMA-EHMA,MA,N,33.13356,41.82633,12 to 28
INH,P2O5R6,PEAME,F,7/24/19,28,76,11.3,0.015,24.31376535,CaM,15.63283,8.606675,OCME-PEAME,ME,N,13.10594,44.29059,12 to 28
INH,P2P3O6,RVMA,F,7/24/19,28,74,10.2,0.011,21.76215851,CaM,23.49572,11.710242,RVMA-EHMA,MA,N,44.46299,41.674169,12 to 28
INH,G2O5R6,RVMA,M,7/24/19,28,80,11.8,0.01,20.48881935,CaM,23.49572,11.710242,RVMA-EHMA,MA,N,44.46299,41.674169,12 to 28
INH,R4O5R6,PENME,M,7/24/19,28,63,5.4,0.005,17.05157475,CaM,21.35523,8.606675,PENME-DIME,ME,N,27.27436,44.4663861,12 to 28
INH,O2P3O4,EHMA,F,7/24/19,28,69,6.9,0.009,6.912953561,CaM,19.31422,9.07777,RVMA-EHMA,MA,N,33.13356,41.82633,12 to 28
INH,R1R2G6,DIME,F,7/24/19,28,82,11.8,0.015,13.03451644,CaM,16.92318,9.07777,PENME-DIME,ME,N,17.6729,44.165011,12 to 28
INH,O1R3R6,RVMA,M,7/24/19,28,80,13,0.011,19.33413069,CaM,23.49572,11.710242,RVMA-EHMA,MA,N,44.46299,41.674169,12 to 28
INH,P1O3R6,PENME,M,7/24/19,28,67,6.9,0.005,6.373651376,CaM,21.35523,8.606675,PENME-DIME,ME,N,27.27436,44.4663861,12 to 28
INH,G2P3G6,OCME,M,7/24/19,28,67,7,0.006,1.095585185,CaM,18.06903,8.606675,OCME-PEAME,ME,N,11.41609,44.421147,12 to 28
INH,G1P4O5,PENME,M,7/24/19,28,67,7.1,0.007,6.621140155,CaM,21.35523,8.606675,PENME-DIME,ME,N,27.27436,44.4663861,12 to 28
INH,O1R3G4,EHMA,M,7/24/19,28,71,9.4,0.014,7.417001935,CaM,19.31422,9.07777,RVMA-EHMA,MA,N,33.13356,41.82633,12 to 28
INH,O2G5O6,PEAME,F,7/24/19,28,69,7.8,0.008,8.54078844,CaM,15.63283,8.606675,OCME-PEAME,ME,N,13.10594,44.29059,12 to 28
INH,O4R5O6,DIME,F,7/25/19,28,87,15.3,0.016,30.02995536,CaM,16.92318,9.07777,PENME-DIME,ME,N,17.6729,44.165011,12 to 28
INH,O4G5P6,EHMA,M,7/25/19,28,80,12.1,0.014,29.74761012,CaM,19.31422,9.07777,RVMA-EHMA,MA,N,33.13356,41.82633,12 to 28
INH,O1O2O3,OCME,M,7/25/19,28,70,7.6,0.009,15.45491917,CaM,18.06903,8.606675,OCME-PEAME,ME,N,11.41609,44.421147,12 to 28
INH,G3O4G5,PENME,F,7/25/19,28,74,10.7,0.012,23.21725133,CaM,21.35523,8.606675,PENME-DIME,ME,N,27.27436,44.4663861,12 to 28
INH,P2G3P4,OCME,F,7/25/19,28,66,7.1,0.003,13.72322654,CaM,18.06903,8.606675,OCME-PEAME,ME,N,11.41609,44.421147,12 to 28
INH,P2R3G5,EHMA,M,7/25/19,28,73,10.2,0.013,16.34426364,CaM,19.31422,9.07777,RVMA-EHMA,MA,N,33.13356,41.82633,12 to 28
INH,G1P4G6,PEAME,M,7/25/19,28,68,6.5,0.007,11.11326957,CaM,15.63283,8.606675,OCME-PEAME,ME,N,13.10594,44.29059,12 to 28
INH,P1G2O4,OCME,M,7/25/19,28,71,8.7,0.012,13.29335753,CaM,18.06903,8.606675,OCME-PEAME,ME,N,11.41609,44.421147,12 to 28
INH,G2R4R5,DIME,F,7/25/19,28,68,5.6,0.007,1.013011935,CaM,16.92318,9.07777,PENME-DIME,ME,N,17.6729,44.165011,12 to 28
INH,R1O4R5,RVMA,F,7/25/19,28,78,12.5,0.014,7.399295806,CaM,23.49572,11.710242,RVMA-EHMA,MA,N,44.46299,41.674169,12 to 28
INH,P3P4R5,DIME,M,7/25/19,28,84,14.1,0.016,16.16221043,CaM,16.92318,9.07777,PENME-DIME,ME,N,17.6729,44.165011,12 to 28
INH,P1G2G5,PENME,F,7/25/19,28,66,8.2,0.011,41.17648327,CaM,21.35523,8.606675,PENME-DIME,ME,N,27.27436,44.4663861,12 to 28
INH,P1O3P4,EHMA,M,7/26/19,28,84,15.2,0.015,35.86987404,CaM,19.31422,9.07777,RVMA-EHMA,MA,N,33.13356,41.82633,12 to 28
INH,G2O3G5,PEAME,M,7/26/19,28,72,8.3,0.009,25.46772529,CaM,15.63283,8.606675,OCME-PEAME,ME,N,13.10594,44.29059,12 to 28
INH,G1O4G5,DIME,M,7/26/19,28,76,11.5,0.008,29.19091862,CaM,16.92318,9.07777,PENME-DIME,ME,N,17.6729,44.165011,12 to 28
INH,O2G3O5,RVMA,M,7/26/19,28,82,14,0.019,42.96750749,CaM,23.49572,11.710242,RVMA-EHMA,MA,N,44.46299,41.674169,12 to 28
INH,P2R3O5,RVMA,M,7/26/19,28,72,7.9,0.01,18.35430131,CaM,23.49572,11.710242,RVMA-EHMA,MA,N,44.46299,41.674169,12 to 28
INH,R4R5P6,PEAME,F,7/26/19,28,73,10.1,0.007,16.21936171,CaM,15.63283,8.606675,OCME-PEAME,ME,N,13.10594,44.29059,12 to 28
INH,R1O2G6,OCME,M,7/26/19,28,66,6.5,0.008,9.130995341,CaM,18.06903,8.606675,OCME-PEAME,ME,N,11.41609,44.421147,12 to 28
INH,G2R4O6,OCME,M,7/26/19,28,64,6.2,0.008,7.413175731,CaM,18.06903,8.606675,OCME-PEAME,ME,N,11.41609,44.421147,12 to 28
INH,P1O5R6,PENME,F,7/26/19,28,69,7.6,0.009,6.238629032,CaM,21.35523,8.606675,PENME-DIME,ME,N,27.27436,44.4663861,12 to 28
INH,G3P4P5,PEAME,F,7/26/19,28,85,13.4,0.017,21.43107305,CaM,15.63283,8.606675,OCME-PEAME,ME,N,13.10594,44.29059,12 to 28
INH,G3O5P6,EHMA,F,7/26/19,28,75,11.7,0.016,15.26426195,CaM,19.31422,9.07777,RVMA-EHMA,MA,N,33.13356,41.82633,12 to 28
INH,R3G5G6,DIME,M,7/26/19,28,66,6,0.004,1.71868192,CaM,16.92318,9.07777,PENME-DIME,ME,N,17.6729,44.165011,12 to 28
INH,G3R4O6,PENME,M,7/26/19,28,75,9.8,0.012,11.86568805,CaM,21.35523,8.606675,PENME-DIME,ME,N,27.27436,44.4663861,12 to 28
INH,G3P4O6,DIME,M,7/26/19,28,70,7.4,0.004,4.089939062,CaM,16.92318,9.07777,PENME-DIME,ME,N,17.6729,44.165011,12 to 28
INH,P1P4P6,OCME,M,7/26/19,28,73,8.8,0.007,8.386893588,CaM,18.06903,8.606675,OCME-PEAME,ME,N,11.41609,44.421147,12 to 28
INH,G1R4R6,PENME,F,7/26/19,28,72,10.8,0.011,12.13206339,CaM,21.35523,8.606675,PENME-DIME,ME,N,27.27436,44.4663861,12 to 28
INH,R2G3G5,PENME,F,7/29/19,28,84,15.1,0.012,21.33277502,CaM,21.35523,8.606675,PENME-DIME,ME,N,27.27436,44.4663861,12 to 28
INH,R2O4G6,RVMA,M,7/29/19,28,71,8.8,0.0014,22.74046136,CaM,23.49572,11.710242,RVMA-EHMA,MA,N,44.46299,41.674169,12 to 28
INH,P1G2P5,DIME,F,7/29/19,28,66,6.6,0.012,27.80196397,CaM,16.92318,9.07777,PENME-DIME,ME,N,17.6729,44.165011,12 to 28
INH,O1P4O6,OCME,M,7/29/19,28,66,7.6,0.008,14.8223364,CaM,18.06903,8.606675,OCME-PEAME,ME,N,11.41609,44.421147,12 to 28
INH,O2O4O6,PENME,M,7/29/19,28,81,12.4,0.013,24.11814732,CaM,21.35523,8.606675,PENME-DIME,ME,N,27.27436,44.4663861,12 to 28
INH,G4G5O6,PENME,F,7/29/19,28,87,19.1,0.02,34.94836228,CaM,21.35523,8.606675,PENME-DIME,ME,N,27.27436,44.4663861,12 to 28
INH,G3G5O6,EHMA,M,7/29/19,28,82,18,0.019,29.42690256,CaM,19.31422,9.07777,RVMA-EHMA,MA,N,33.13356,41.82633,12 to 28
INH,R3P4R6,DIME,M,7/29/19,28,76,8.9,0.011,20.43071479,CaM,16.92318,9.07777,PENME-DIME,ME,N,17.6729,44.165011,12 to 28
INH,R2G4O6,DIME,F,7/29/19,28,79,10.8,0.011,23.00218119,CaM,16.92318,9.07777,PENME-DIME,ME,N,17.6729,44.165011,12 to 28
INH,P2R4P5,PEAME,M,7/29/19,28,70,7.6,0.007,16.21159177,CaM,15.63283,8.606675,OCME-PEAME,ME,N,13.10594,44.29059,12 to 28
INH,O1P2R6,DIME,M,7/29/19,28,69,6.6,0.011,16.59373547,CaM,16.92318,9.07777,PENME-DIME,ME,N,17.6729,44.165011,12 to 28
INH,R3G4R6,PENME,M,7/29/19,28,76,8.8,0.009,19.48773308,CaM,21.35523,8.606675,PENME-DIME,ME,N,27.27436,44.4663861,12 to 28
INH,R4O5G6,OCME,F,7/29/19,28,75,10.8,0.013,27.83524125,CaM,18.06903,8.606675,OCME-PEAME,ME,N,11.41609,44.421147,12 to 28
